#,nombre archivo,Colección,dspace.entity.type,dc.contributor.entity ,dc.ciudad,dc.date.issued,dc.description.tableofcontents,dc.format,dc.format.extent,dc.format.medium,dc.subject,dc.type,dc.type.evento,fia.catalogador,fia.clasificacionlocal,fia.comuna,fia.convocatoria,fia.desafio-estrategico,fia.ejecucion,fia.especie,fia.iniciativa,fia.linea-de-accion,fia.notageneral,fia.participacion,fia.provincia,fia.realizacion,fia.region,fia.rubro,fia.sector,fia.subsector,fia.tema,dc.title,dc.title.alternative,dc.description,dc.description.abstract
1,COC-2016-0429_1.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,2448 x 3264 píxeles,"2,33 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía esta asociada a la Consultoría COC-2016-0429 “ Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Textilería artesanal con diseño indígena.,Elaboración de textilería con lana de oveja.,"Muestra un tejido artesanal en tonos rojos y verdes, con un diseño geométrico en negro. La pieza textil está elaborada con lana de oveja, destacando la técnica de telar. Se observa un enfoque en la identidad cultural a través del uso de patrones tradicionales. El entorno incluye materiales de lana en diferentes colores, evidenciando el proceso de producción textil.","La imagen resalta la importancia de la textilería artesanal en la cadena de valor ovina, promoviendo la identidad cultural y la innovación en el proceso productivo."
106,COC-2016-0429_194.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,960 x 1280 píxeles,"0,11 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Entrega de reconocimiento a artesana.,Ceremonia de premiación a artesana textil.,"Ceremonia de entrega de un reconocimiento a una artesana textil, destacando su labor en la producción de textilería con lana de oveja. El evento se desarrolla en un espacio cerrado, con un escenario que presenta muestras de textilería en el fondo. El reconocimiento se relaciona con la mejora de la competitividad en la cadena de valor ovina, promoviendo la innovación en procesos productivos artesanales.","La imagen resalta la importancia del reconocimiento a las artesanas en el contexto de la valorización de la textilería y la identidad territorial, en el marco del proyecto de mejora de la cadena de valor ovina."
107,COC-2016-0429_195.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,960 x 1280 píxeles,"0,09 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Entrega de certificado a artesana.,Reconocimiento a la labor artesanal en textilería.,"Ceremonia de entrega de certificado a una artesana, destacando su participación en el proceso de mejora de la cadena de valor ovina. El evento se desarrolla en un espacio cerrado, con muestras de textilería en el fondo, incluyendo prendas elaboradas con lana de oveja. La entrega simboliza el reconocimiento a la innovación y transformación del proceso productivo artesanal.","El evento resalta la importancia del reconocimiento a las artesanas en la mejora de la competitividad de la cadena de valor ovina, promoviendo la identidad territorial a través de la textilería."
108,COC-2016-0429_196.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,1280 x 960 píxeles,"0,14 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Muestra de textilería artesanal en Chile.,Exhibición de prendas elaboradas por artesanas.,"Grupo de artesanas vistiendo prendas de textilería elaboradas con lana de oveja, presentando diseños que reflejan la identidad territorial. Las prendas incluyen ponchos, chaquetas y accesorios, todos caracterizados por técnicas de hilado y teñido natural. El entorno es un espacio cerrado, adecuado para la exhibición, con iluminación adecuada y un fondo neutro que resalta las texturas y colores de las piezas textiles.","La imagen destaca la labor de las artesanas en la creación de textilería que potencia la identidad cultural y la competitividad de la cadena de valor ovina, alineándose con los objetivos del proyecto de innovación en procesos productivos artesanales."
109,COC-2016-0429_197.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,960 x 1280 píxeles,"0,14 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Interacción cultural en evento textil.,Participantes en evento sobre textilería mapuche.,"Tres personas posan en un evento relacionado con la textilería mapuche. La mujer, vestida con trajes tradicionales, representa la cultura mapuche y su rol en la transmisión de saberes. El fondo incluye una proyección que destaca la importancia de la mujer en la cultura. Se observa un ambiente formal, propicio para el intercambio cultural y la promoción de la identidad territorial.","La imagen refleja la relevancia de la mujer en la cultura mapuche y su papel en la textilería, en el marco de un proyecto que busca mejorar la competitividad de la cadena de valor ovina."
110,COC-2016-0429_198.jpg,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,1280 x 960 píxeles,"0,14 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Artistas en vestimenta tradicional.,Presentación de artesanos en evento cultural.,"Dos artesanos lucen vestimenta tradicional, destacando elementos textiles que reflejan la identidad territorial. La mujer lleva un atuendo con accesorios que simbolizan su cultura, mientras que el hombre viste un poncho con patrones característicos. El fondo sugiere un ambiente de presentación cultural, posiblemente en un evento relacionado con la textilería y la lana ovina.","La imagen resalta la importancia de la vestimenta tradicional en la promoción de la identidad cultural y la artesanía, elementos clave en la cadena de valor ovina y en la transformación del proceso productivo artesanal."
111,COC-2016-0429_20.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,93 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Proceso de teñido de lana artesanal.,Teñido de lana utilizando tintes naturales.,"Artista textil realizando el teñido de lana en un marco de trabajo. Se observa el uso de un recipiente con tintes naturales, así como la disposición de la lana en un telar improvisado. El entorno es un taller comunitario, con sillas y mesas que facilitan el trabajo colaborativo. La técnica de teñido a fuego se aplica para obtener tonalidades específicas en la lana.","El proceso de teñido de lana artesanal es fundamental para la creación de textilería con identidad territorial, mejorando la competitividad de la cadena de valor ovina a través de la innovación en técnicas tradicionales."
112,COC-2016-0429_21.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,09 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Tejido en telar artesanal.,Proceso de tejido con lana de oveja en telar.,"Artista textil trabajando en un telar artesanal, utilizando hilos de lana de oveja. El telar está construido con madera y presenta una estructura vertical que sostiene los hilos en posición. La artesana manipula los hilos con precisión, aplicando técnicas tradicionales de tejido. El entorno es un espacio cerrado con paredes de madera, lo que sugiere un ambiente de trabajo colaborativo y de aprendizaje.","La imagen ilustra el proceso de tejido en telar, fundamental para la producción de textilería artesanal, destacando la importancia de la técnica en la cadena de valor ovina y la identidad territorial asociada a la lana."
113,COC-2016-0429_22.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,67 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Textilería artesanal con lana de oveja.,Elaboración de textilería con identidad territorial.,"Muestra de textilería elaborada con lana de oveja, donde se aprecian hilos en tonos naturales y teñidos, integrando elementos de color negro, rojo y blanco. La técnica utilizada incluye el uso de cuentas, que aportan un diseño distintivo y cultural. El fondo rojo resalta los colores de la lana, evidenciando el trabajo artesanal y la identidad territorial de la pieza.","La imagen destaca la importancia de la textilería artesanal en la valorización de la lana de oveja, promoviendo la identidad cultural y la competitividad en la cadena de valor ovina."
114,COC-2016-0429_23.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,81 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Hilos de lana teñidos en tonos cálidos.,Proceso de teñido de lana con colorantes naturales.,"Hilos de lana de oveja, teñidos en una gama de colores que van desde el rojo intenso hasta el naranja, colgados en un soporte. El proceso de teñido se realiza utilizando colorantes naturales, lo que resalta la identidad territorial de la textilería. La técnica de teñido a fuego permite obtener tonalidades vibrantes y duraderas, esenciales para la producción artesanal de textiles.","El proceso de teñido de lana con colorantes naturales es fundamental para la elaboración de textilería con identidad territorial, mejorando la competitividad de la cadena de valor ovina."
115,COC-2016-0429_24.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,47 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Textilería artesanal en proceso de elaboración.,Proceso de tejido con lana de oveja en telar.,"Muestra de textilería artesanal elaborada con lana de oveja, dispuesta en un marco de madera. Se aprecian diferentes tramas y colores, incluyendo tonos rojos, negros y blancos, que evidencian la técnica de tejido utilizada. La disposición de los hilos sugiere un enfoque en la identidad territorial y la innovación en el proceso productivo. Herramientas como el telar y el marco son visibles, destacando la labor artesanal.","La imagen resalta la importancia de la textilería artesanal en la cadena de valor ovina, promoviendo la competitividad y la identidad cultural a través de técnicas tradicionales de tejido."
116,COC-2016-0429_25.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,72 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Textilería artesanal con lana de oveja.,Elaboración de textilería con técnicas tradicionales.,"Muestra de un tejido artesanal elaborado con lana de oveja, destacando la técnica de hilado y el acabado con flecos. La textura del material refleja la calidad de la lana y el trabajo manual de las artesanas. Se aprecian detalles de la estructura del tejido, que evidencian el proceso de producción artesanal y la identidad territorial asociada.","La imagen resalta la importancia de la textilería artesanal en la cadena de valor ovina, evidenciando el uso de técnicas tradicionales que contribuyen a la competitividad y preservación de la identidad cultural."
117,COC-2016-0429_26.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,92 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Tejido en telar artesanal.,Proceso de elaboración de textilería con lana.,"Artista textil trabajando en un telar artesanal, utilizando lana de oveja teñida. La estructura del telar está fabricada con madera, permitiendo la tensión adecuada del hilo. La artesana sostiene el hilo con una mano mientras ajusta la trama con la otra. El entorno es un espacio cerrado con paredes de madera, lo que sugiere un ambiente de trabajo dedicado a la producción textil.","El proceso de tejido en telar artesanal es fundamental para la transformación de la lana de oveja, contribuyendo a la identidad territorial y a la competitividad de la cadena de valor ovina."
118,COC-2016-0429_27.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,29 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Artesana con telar y textil,Elaboración de textilería con lana de oveja,"Artesana en un taller presenta un textil elaborado en telar, utilizando lana de oveja. La pieza textil exhibe patrones geométricos y colores naturales, reflejando la identidad territorial. La artesana sostiene la obra, evidenciando el proceso de creación y la destreza en el uso de herramientas tradicionales.","La imagen destaca la labor artesanal en la producción de textilería con lana de oveja, enfatizando la importancia de la innovación en el proceso productivo y la preservación de la identidad cultural en la cadena de valor ovina."
119,COC-2016-0429_28.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,61 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Teñido de lana en olla.,Proceso de teñido a fuego de hilados de lana.,"Proceso de teñido de lana de oveja en olla, utilizando un colorante natural. Se observa la lana sumergida en un líquido rojo, en ebullición, con una herramienta de metal para mezclar. El entorno es rústico, con un fondo de tierra y hojas secas, lo que sugiere un contexto artesanal. La olla está colocada sobre una estructura metálica que permite la aplicación de calor.","El proceso de teñido a fuego es fundamental para la transformación de la lana, aportando color y valor a la textilería artesanal, contribuyendo a la identidad territorial y competitividad de la cadena de valor ovina."
120,COC-2016-0429_29.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,1836 x 3264 píxeles,"0,98 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Taller de textilería con lana de oveja.,Artesanas trabajando en la elaboración de textilería.,"Grupo de artesanas en un taller, utilizando lana de oveja en diversas tonalidades. Se observa el uso de herramientas como tijeras y moldes para la creación de piezas textiles. El entorno es un espacio cerrado con iluminación natural, donde las participantes colaboran en la elaboración de productos textiles, fomentando la identidad territorial y la innovación en el proceso productivo.","La imagen refleja el trabajo colaborativo de artesanas en la transformación de lana de oveja, contribuyendo a la competitividad de la cadena de valor ovina y la preservación de técnicas tradicionales."
121,COC-2016-0429_30.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,1836 x 3264 píxeles,"1,30 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Hilado de lana teñida artesanalmente.,Proceso de hilado con lana de colores naturales.,"Mano de artesana sosteniendo hilos de lana teñida en tonos vibrantes, resultado de un proceso de teñido a fuego. La técnica de hilado se realiza manualmente, utilizando herramientas tradicionales que permiten la creación de textilería con identidad territorial. El entorno es un espacio de trabajo comunitario, evidenciado por la presencia de materiales y herramientas en el fondo.","La imagen ilustra el proceso de hilado de lana, destacando la innovación en la intervención artesanal que busca mejorar la competitividad de la cadena de valor ovina en Chile."
122,COC-2016-0429_31.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,1836 x 3264 píxeles,"1,21 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Telar con textil en proceso de elaboración.,Proceso de tejido artesanal en telar vertical.,"Telar vertical instalado en un entorno de trabajo artesanal, con un textil en proceso de elaboración. Se aprecian hilos de lana de oveja en tonos verdes y patrones geométricos. Herramientas de madera sostienen el telar, evidenciando la técnica de tejido manual. La base del telar muestra hilos sueltos, indicando la continuidad del trabajo. El entorno presenta un ambiente rústico, propicio para la producción textil.","El proceso de tejido en telar vertical representa una práctica artesanal que contribuye a la identidad territorial y a la competitividad de la cadena de valor ovina, alineándose con los objetivos del proyecto de innovación en la transformación de la lana."
